,Postal Code,x,y,inseecode,place,population,density
9238,25240,-0.09350534,0.75512075,25501,Rondefontaine,24,9
9239,25190,-0.08673951,0.76469576,25503,Rosiéres-sur-Barbéche,137,26
9240,25380,-0.08671447,0.76293576,25504,Rosureux,102,17
9241,25680,-0.09016206,0.7679696,25505,Rougemont,1200,65
9242,25640,-0.09128794,0.7666203,25506,Rougemontot,67,16
9243,25440,-0.095397964,0.7614854999999999,25507,Rouhé,52,12
9244,25640,-0.09182978,0.76521116,25508,Roulans,957,115
9245,25410,-0.0966153,0.76308364,25509,Routelle,370,121
9246,25170,-0.09698071,0.76517653,25510,Ruffey-le-Chéteau,234,32
9247,25290,-0.09477727,0.76171196,25511,Rurey,227,15
9248,25210,-0.086210564,0.76200795,25512,Le Russey,1824,75
9249,25270,-0.095450714,0.7591463,25513,Sainte-Anne,37,6
9250,25370,-0.09160932,0.7558121,25514,Saint-Antoine,243,54
9251,25300,-0.09222014,0.7576328,25515,Sainte-Colombe,255,24
9252,25340,-0.08796535400000001,0.766282,25516,Saint-Georges-Armont,94,20
9253,25520,-0.09119202,0.75987047,25517,Saint-Gorgon-Main,188,24
9254,25640,-0.091603905,0.7654807,25518,Saint-Hilaire,48,18
9255,25190,-0.084976815,0.7645241999999999,25519,Saint-Hippolyte,1128,102
9256,25360,-0.09032322,0.76446956,25520,Saint-Juan,162,13
9257,25550,-0.08581192,0.76812005,25521,Saint-Julien-lés-Montbéliard,174,46
9258,25113,-0.0860354,0.76784897,25523,Sainte-Marie,678,95
9259,25160,-0.091945074,0.7564325,25525,Saint-Point-Lac,134,30
9260,25630,-0.08525482599999999,0.7677729,25526,Sainte-Suzanne,1246,784
9261,25410,-0.096975856,0.7634163,25527,Saint-Vit,3774,230
9262,25440,-0.09644374,0.76101255,25528,Samson,70,36
9263,25430,-0.08774751,0.7645025,25529,Sancey-le-Grand,1091,46
9264,25430,-0.087551616,0.76448303,25530,Sancey-le-Long,335,48
9265,25340,-0.08835631599999999,0.7663211,25531,Santoche,77,36
9266,25660,-0.09335298,0.76390547,25532,Saéne,2412,117
9267,25330,-0.09535723,0.76001555,25533,Saraz,23,4
9268,25580,-0.09258518,0.76177305,25535,Saules,177,23
9269,25170,-0.0957118,0.76591736,25536,Sauvagney,148,37
9270,25110,-0.09121259,0.7654401,25538,Séchin,94,86
9271,25230,-0.084139355,0.76707965,25539,Seloncourt,5613,709
9272,25750,-0.08595019599999999,0.7687193,25540,Semondans,233,84
9273,25270,-0.09302479,0.75947475,25541,Septfontaines,233,13
9274,25770,-0.09547747,0.76442593,25542,Serre-lés-Sapins,1251,239
9275,25680,-0.09080727,0.7674499,25543,Servigney,0,0
9276,25430,-0.08911853,0.7646399,25544,Servin,151,15
9277,25330,-0.09352401,0.7604064,25545,Silley-Amancey,71,14
9278,25110,-0.090655364,0.76508963,25546,Silley-Bléfond,47,11
9279,25600,-0.0844463,0.7679876999999999,25547,Sochaux,4419,2036
9280,25190,-0.08629103,0.7652376000000001,25548,Solemont,207,26
9281,25520,-0.092099875,0.75879234,25549,Sombacour,514,27
9282,25510,-0.08873474,0.7625504,25550,La Sommette,135,18
9283,25190,-0.08458506,0.76448655,25551,Soulce-Cernay,71,8
9284,25250,-0.08698789,0.76618487,25552,Sourans,119,28
9285,25250,-0.08846425,0.7672111,25553,Soye,247,18
9286,25380,-0.08738443,0.7641736,25554,Surmont,128,17
9287,25400,-0.08427901,0.7676788,25555,Taillecourt,659,354
9288,25680,-0.09106253,0.76689,25556,Tallans,25,6
9289,25870,-0.094209075,0.7651690999999999,25557,Tallenay,384,164
9290,25620,-0.09350625,0.76245606,25558,Tarcenay,588,45
9291,25470,-0.0846407,0.76390624,25559,Thiébouhans,171,29
9292,25220,-0.09365263,0.76481676,25560,Thise,2856,320
9293,25320,-0.09602669,0.76301944,25561,Thoraise,249,62
9294,25310,-0.08422264,0.76620895,25562,Thulay,140,63
9295,25870,-0.09310774,0.7662247,25563,Thurey-le-Mont,100,21
9296,25320,-0.096222885,0.76304084,25564,Torpes,580,105
9297,25370,-0.09141151,0.75579184,25565,Touillon-et-Loutelet,101,21
9298,25640,-0.091708966,0.7663709,25566,La Tour-de-Séay,219,25
9299,25680,-0.09047646,0.76682955,25567,Tournans,87,10
9300,25340,-0.08743646,0.7656434,25568,Tournedoz,0,0
9301,25620,-0.09308304,0.76270455,25569,Trépot,379,26
9302,25680,-0.090327345,0.76827973,25570,Tressandans,27,12
9303,25470,-0.08444468,0.7638875,25571,Trévillers,410,38
9304,25680,-0.09028109,0.7668095,25572,Trouvans,44,16
9305,25470,-0.083715595,0.76323235,25573,Urtiére,9,4
9306,25340,-0.0892159,0.76758003,25574,Uzelle,182,15
9307,25220,-0.09286936,0.7647339,25576,Vaire-le-Petit,177,140
9308,25150,-0.08626263,0.7655276999999999,25577,Vaivre,0,0
9309,25640,-0.09134809,0.7660404000000001,25579,Val-de-Roulans,63,21
9310,25700,-0.084529966,0.7671170999999999,25580,Valentigney,13133,1348
9311,25870,-0.09307709,0.7665145000000001,25582,Valleroy,75,25
9312,25190,-0.08668245,0.7652760000000001,25583,Valonne,172,21
9313,25190,-0.0857885,0.7643098,25584,Valoreille,104,14
9314,25580,-0.09064978,0.7612797,25585,Vanclans,172,18
9315,25230,-0.08374873,0.76704234,25586,Vandoncourt,605,71
9316,25360,-0.091724455,0.76432097,25587,Vauchamps,102,35
9317,25380,-0.08665754,0.763516,25588,Vaucluse,70,14
9318,25380,-0.08601267,0.7640389,25589,Vauclusotte,123,16
9319,25360,-0.08953965,0.7643897,25590,Vaudrivillers,73,20
9320,25190,-0.083746366,0.76499224,25591,Vaufrey,157,17
9321,25160,-0.09256817,0.7562042,25592,Vaux-et-Chantegrue,490,35
9322,25770,-0.09609668,0.7641998999999999,25593,Vaux-lés-Prés,251,49
9323,25410,-0.09638749,0.7633519,25594,Velesmes-Essarts,318,109
9324,25430,-0.08746525,0.7653533,25595,Vellerot-lés-Belvoir,120,20
9325,25530,-0.08940247400000001,0.76378965,25596,Vellerot-lés-Vercel,62,14
9326,25430,-0.08869766,0.7648905,25597,Vellevans,207,15
9327,25870,-0.0931384,0.76593477,25598,Venise,316,51
9328,25640,-0.09179957,0.7655010999999999,25599,Vennans,77,57
9329,25530,-0.09010881,0.7626894000000001,25601,Vercel-Villedieu-le-Camp,1088,36
9330,25110,-0.08969497,0.76674956,25602,Vergranne,77,15
9331,25150,-0.08564747,0.76576054,25603,Vermondans,0,0
9332,25110,-0.09031085,0.7665195,25604,Verne,102,13
9333,25580,-0.09143613,0.7613605,25605,Vernierfontaine,321,24
9334,25190,-0.08296326,0.7649182,25606,Vernois-le-Fol,0,0
9335,25430,-0.08693535,0.7647149999999999,25607,Vernois-lés-Belvoir,54,12
9336,25750,-0.08611665,0.7690288000000001,25608,Le Vernoy,158,48
9337,25660,-0.09397184,0.76367795,25611,La Véze,400,76
9338,25870,-0.09356029,0.7656863,25612,Vieilley,525,56
9339,25340,-0.089274764,0.76699996,25613,Viéthorey,109,14
9340,25600,-0.0844463,0.7679876999999999,25614,Vieux-Charmont,2571,1024
9341,25310,-0.084305905,0.76533836,25615,Villars-lés-Blamont,366,53
9342,25410,-0.09690673,0.7622358,25616,Villars-Saint-Georges,153,30
9343,25190,-0.08550813,0.76516134,25617,Villars-sous-Dampjoux,422,138
9344,25150,-0.08617742,0.76639813,25618,Villars-sous-écot,362,32
9345,25240,-0.09280275,0.7549103,25619,Les Villedieu,118,8
9346,25650,-0.08944891,0.7594,25620,Ville-du-Pont,246,16
9347,25270,-0.09489045,0.75879306,25621,Villeneuve-d'Amont,257,18
9348,25170,-0.09648857,0.76424265,25622,Villers-Buzon,240,75
9349,25530,-0.089431845,0.7634996000000001,25623,Villers-Chief,109,14
9350,25640,-0.09176936,0.76579106,25624,Villers-Grélot,103,15
9351,25510,-0.089431845,0.7634996000000001,25625,Villers-la-Combe,50,9
9352,25110,-0.08961756,0.76556957,25626,Villers-Saint-Martin,198,22
9353,25270,-0.09475508,0.7581926,25627,Villers-sous-Chalamont,239,11
9354,25620,-0.0938989,0.76249766,25628,Villers-sous-Montrond,148,23
9355,25110,-0.08955858,0.7661495,25629,Voillans,141,14
9356,25580,-0.09202584,0.7614215999999999,25630,Voires,56,11
9357,25320,-0.09566564,0.762687,25631,Vorges-les-Pins,370,78
9358,25420,-0.085311115,0.76719254,25632,Voujeaucourt,3176,336
9359,25840,-0.09247947,0.76088285,25633,Vuillafans,649,106
9360,25300,-0.091538295,0.75844127,25634,Vuillecin,441,31
9361,25430,-0.087269545,0.76533395,25635,Vyt-lés-Belvoir,145,19
9362,26150,-0.10661123,0.72114456,26001,Aix-en-Diois,209,13
9363,26140,-0.112293005,0.7308972,26002,Albon,1543,60
9364,26770,-0.11281893,0.71807456,26003,Aleyrac,39,6
9365,26300,-0.110815376,0.72603035,26004,Alixan,1703,60
9366,26780,-0.11491621,0.718039,26005,Allan,1249,43
9367,26400,-0.11266845,0.7227406,26006,Allex,1704,84
9368,26800,-0.11283834,0.7230543,26007,Ambonil,69,56
9369,26200,-0.11531949999999999,0.7198459,26008,Ancéne,899,565
9370,26140,-0.11310633,0.73099726,26009,Andancette,1157,193
9371,26140,-0.11181579,0.7314248000000001,26010,Anneyron,3038,84
9372,26400,-0.111131065,0.7216763,26011,Aouste-sur-Sye,1820,101
9373,26470,-0.10831512,0.717246,26012,Arnayon,38,2
9374,26110,-0.10917096,0.7152985,26013,Arpavon,44,3
9375,26260,-0.110264115,0.72889286,26014,Arthémonay,334,59
9376,26340,-0.10996723,0.72095156,26015,Aubenasson,28,4
9377,26110,-0.11037746,0.7157332,26016,Aubres,283,14
9378,26340,-0.10760080000000001,0.7197958999999999,26017,Aucelon,18,1
9379,26570,-0.10740123,0.7124611999999999,26018,Aulan,5,0
9380,26340,-0.10808337,0.72102255,26019,Aurel,204,8
9381,26400,-0.11243342,0.72124785,26021,Autichamp,117,19
9382,26560,-0.10463946,0.7127324,26022,Ballons,46,3
9383,26300,-0.1096231,0.72559494,26023,Barbiéres,583,40
9384,26120,-0.11081901,0.72427386,26024,Barcelonne,347,42
9385,26310,-0.107361525,0.7200609,26025,Barnave,125,10
9386,26570,-0.10663728,0.7117891,26026,Barret-de-Lioure,42,1
9387,26150,-0.10822136,0.72162396,26027,Barsac,116,7
9388,26260,-0.110770784,0.7298329000000001,26028,Bathernay,191,33
9389,26310,-0.10481686,0.71859956,26029,La Bétie-Crémezin,0,0
9390,26310,-0.10432828,0.7173748999999999,26030,La Bétie-des-Fonds,8,1
9391,26160,-0.11394969,0.7190909000000001,26031,La Bétie-Rolland,712,85
9392,26120,-0.11092305,0.7234078,26032,La Baume-Cornillane,321,22
9393,26790,-0.11416802,0.71560496,26033,La Baume-de-Transit,614,51
9394,26730,-0.108192034,0.7271823000000001,26034,La Baume-d'Hostun,324,38
9395,26400,-0.1097615,0.7226836,26035,Beaufort-sur-Gervanne,253,27
9396,26310,-0.10629228,0.7184749,26036,Beaumont-en-Diois,58,3
9397,26760,-0.111842975,0.7243975,26037,Beaumont-lés-Valence,3117,177
9398,26600,-0.11214057,0.7270696999999999,26038,Beaumont-Monteux,888,66
9399,26300,-0.10894118,0.7260996,26039,Beauregard-Baret,504,22
9400,26310,-0.10522899,0.7186461999999999,26040,Beauriéres,97,4
9401,26240,-0.11273521,0.73065853,26041,Beausemblant,813,70
9402,26800,-0.112457305,0.72447217,26042,Beauvallon,1519,487
9403,26170,-0.10992737,0.71421736,26043,Beauvoisin,71,8
9404,26770,-0.11158171,0.7179251,26044,Béconne,0,0
9405,26160,-0.11295489,0.7186766,26045,La Bégude-de-Mazenc,1053,45
9406,26110,-0.108170375,0.7148892,26046,Bellecombe-Tarendol,85,6
9407,26470,-0.10677084,0.71794486,26047,Bellegarde-en-Diois,73,3
9408,26170,-0.110341445,0.7142663,26048,Bénivay-Ollon,74,8
9409,26300,-0.1102021,0.7259566999999999,26049,Bésayes,762,80
9410,26110,-0.1084444,0.7143361,26050,Bésignan,55,6
9411,26460,-0.10993274,0.71948427,26051,Bézaudun-sur-Béne,47,3
9412,26160,-0.113672964,0.7196425,26052,Bonlieu-sur-Roubion,286,47
9413,26410,-0.10430725,0.7194195,26053,Bonneval-en-Diois,0,0
9414,26790,-0.11406715,0.7147147,26054,Bouchet,670,56
9415,26410,-0.10489219,0.7197781999999999,26055,Boulc,74,1
9416,26460,-0.11037884,0.7192446,26056,Bourdeaux,562,24
9417,26300,-0.11047222,0.7271605999999999,26057,Bourg-de-Péage,9248,675
9418,26500,-0.112690255,0.7259651,26058,Bourg-lés-Valence,18230,898
9419,26460,-0.10951923599999999,0.7176796,26060,Bouviéres,184,7
9420,26260,-0.11169048,0.72906536,26061,Bren,431,39
9421,26340,-0.10811331,0.7189778,26062,Brette,27,2
9422,26170,-0.109373845,0.71356744,26063,Buis-les-Baronnies,2030,60
9423,26120,-0.11115902,0.7249004,26064,Chabeuil,4790,117
9424,26400,-0.11256864,0.72185016,26065,Chabrillan,629,35
9425,26190,-0.109180346,0.7240785,26066,Le Chaffal,43,4
9426,26470,-0.10783535,0.71777534,26067,Chalanéon,81,2
9427,26350,-0.10982195,0.72913295,26068,Le Chalon,147,18
9428,26150,-0.10685531,0.72263557,26069,Chamaloc,93,4
9429,26230,-0.11364885400000001,0.7164196,26070,Chamaret,455,58
9430,26600,-0.11203499,0.7279356,26071,Chanos-Curson,773,94
9431,26600,-0.111964606,0.7285128000000001,26072,Chantemerle-les-Blés,732,48
9432,26230,-0.11447503,0.7165209,26073,Chantemerle-lés-Grignan,180,18
9433,26420,-0.10611227,0.7254765000000001,26074,La Chapelle-en-Vercors,628,14
9434,26470,-0.10669711,0.7167664,26075,La Charce,36,4
9435,26310,-0.10570683,0.7181155,26076,Charens,31,2
9436,26260,-0.11067168,0.7289419,26077,Charmes-sur-l'Herbasse,631,49
9437,26450,-0.112643704,0.71951693,26078,Charols,415,57
9438,26300,-0.110066615,0.7253549,26079,Charpey,806,52
9439,26340,-0.10938463,0.7205901,26080,Chastel-Arnaud,16,1
9440,26120,-0.11013559,0.7247775,26081,Chéteaudouble,414,24
9441,26110,-0.11027318,0.71484315,26082,Chéteauneuf-de-Bordette,77,5
9442,26330,-0.11131131,0.7304844,26083,Chéteauneuf-de-Galaure,1246,69
9443,26780,-0.115740925,0.71814144,26085,Chéteauneuf-du-Rhéne,2094,77
9444,26410,-0.106060855,0.720496,26086,Chétillon-en-Diois,545,19
9445,26750,-0.10934821,0.7279048,26087,Chétillon-Saint-Jean,790,90
9446,26300,-0.11013298,0.7265342,26088,Chatuzange-le-Goubet,3619,128
9447,26110,-0.109380856,0.71707827,26089,Chaudebonne,48,2
9448,26340,-0.10924706599999999,0.71998847,26090,La Chaudiére,13,1
9449,26510,-0.10616688,0.7140741,26091,Chauvac,46,3
9450,26260,-0.1128155,0.7283241,26092,Chavannes,374,80
9451,26130,-0.11495930000000001,0.71599513,26093,Clansayes,408,28
9452,26240,-0.11158504,0.72993165,26094,Claveyson,697,43
9453,26450,-0.11277934,0.72011906,26095,Cléon-d'Andran,718,70
9454,26260,-0.11138796,0.7281499,26096,Clérieux,1605,119
9455,26270,-0.11380064,0.72200096,26097,Cliousclat,558,58
9456,26400,-0.11061668,0.7224927,26098,Cobonne,119,11
9457,26230,-0.11344228,0.71639436,26099,Colonzelle,397,66
9458,26120,-0.11040938,0.72422475,26100,Combovin,341,10
9459,26220,-0.11068795599999999,0.7184035,26101,Comps,137,12
9460,26740,-0.11418378,0.72058374,26102,Condillac,124,13
9461,26510,-0.107556336,0.7165729999999999,26104,Cornillac,76,4
9462,26510,-0.10772943,0.71688545,26105,Cornillon-sur-l'Oule,68,5
9463,26740,-0.11455933,0.7209230999999999,26106,La Coucourde,687,62
9464,26350,-0.10995643,0.72973484,26107,Crépol,424,37
9465,26400,-0.11130173,0.7219895000000001,26108,Crest,7583,324
9466,26410,-0.10503255,0.72037876,26109,Creyers,0,0
9467,26600,-0.11301941,0.7283491999999999,26110,Crozes-Hermitage,375,68
9468,26460,-0.11000118,0.71890706,26111,Crupies,79,6
9469,26110,-0.109550595,0.7156355999999999,26112,Curnier,179,22
9470,26150,-0.107160844,0.72179306,26113,Die,4230,74
9471,26220,-0.11134088,0.71818894,26114,Dieulefit,2924,107
9472,26400,-0.11157664,0.72143716,26115,Divajeu,400,30
9473,26290,-0.115812786,0.7175649000000001,26116,Donzére,4265,133
9474,26190,-0.10642114,0.72639036,26117,échevis,36,3
9475,26210,-0.11150692400000001,0.73226625,26118,épinouze,968,86
9476,26600,-0.113152124,0.7289515999999999,26119,éréme,698,95
9477,26780,-0.11443268,0.7185649000000001,26121,Espeluche,700,62
9478,26340,-0.10893942,0.7208300999999999,26122,Espenel,112,7
9479,26470,-0.10659774400000001,0.71763253,26123,Establet,19,2
9480,26800,-0.112732604,0.72391987,26124,étoile-sur-Rhéne,3504,82
9481,26400,-0.11184780000000001,0.7226409,26125,Eurre,923,51
9482,26560,-0.10508667,0.7124902,26126,Eygalayes,76,4
9483,26170,-0.10923418,0.7129661,26127,Eygaliers,64,8
9484,26730,-0.10894018,0.72785634,26129,Eymeux,510,52
9485,26110,-0.109689295,0.71623695,26130,Eyroles,20,2
9486,26160,-0.111854985,0.7191288,26131,Eyzahut,86,13
9487,26240,-0.111718155,0.73053396,26133,Fay-le-Clos,151,33
9488,26570,-0.106943786,0.710947,26135,Ferrassiéres,106,4
9489,26400,-0.11092752,0.7198955,26137,Francillon-sur-Roubion,124,11
9490,26700,-0.1155076,0.7166485,26138,La Garde-Adhémar,1108,40
9491,26750,-0.10996019999999998,0.7279778,26139,Génissieux,1584,177
9492,26750,-0.10965273,0.7288196,26140,Geyssans,408,37
9493,26400,-0.109932326,0.72299653,26141,Gigors-et-Lozeron,135,4
9494,26410,-0.10441549,0.720309,26142,Glandage,111,2
9495,26530,-0.10937672,0.7311302,26143,Le Grand Serre,722,29
9496,26400,-0.11273879999999999,0.7221635999999999,26144,Gréne,1384,31
9497,26290,-0.11526536,0.71691126,26145,Les Granges-Gontardes,511,70
9498,26230,-0.11361361,0.716708,26146,Grignan,1300,30
9499,26470,-0.109072775,0.7179198,26147,Gumiane,41,5
9500,26390,-0.1102246,0.7309388000000001,26148,Hauterives,1202,39
9501,26730,-0.10863447,0.72694165,26149,Hostun,653,36
9502,26560,-0.10526156,0.7128023,26150,Izon-la-Bruisse,6,0
9503,26310,-0.10715578,0.7200371,26151,Jansac,0,0
9504,26310,-0.107116625,0.71856964,26152,Jonchéres,50,3
9505,26560,-0.10519649,0.71337956,26153,Laborel,123,5
9506,26560,-0.10467181,0.71244365,26154,Lachau,190,7
9507,26210,-0.11049169,0.73214304,26155,Lapeyrouse-Mornay,723,63
9508,26600,-0.11261157,0.7282991,26156,Larnage,663,73
9509,26740,-0.114049144,0.7199816,26157,La Laupie,529,55
9510,26510,-0.10575272,0.7140270000000001,26158,Laux-Montaux,7,1
9511,26150,-0.106405735,0.7211209,26159,Laval-d'Aix,83,4
9512,26240,-0.11277075,0.73036975,26160,Laveyron,795,149
9513,26210,-0.11015507,0.7315165,26162,Lens-Lestang,629,38
9514,26190,-0.108907305,0.72463167,26163,Léoncel,67,2
9515,26310,-0.10540224599999999,0.7189584,26164,Lesches-en-Diois,49,2
9516,26250,-0.11348902400000001,0.722841,26165,Livron-sur-Dréme,7294,185
9517,26270,-0.11393483,0.722603,26166,Loriol-sur-Dréme,5609,196
9518,26620,-0.103213415,0.7198821,26168,Lus-la-Croix-Haute,428,5
9519,26120,-0.11177299,0.72497463,26170,Malissard,2552,251
9520,26160,-0.112197034,0.71975553,26171,Manas,137,72
9521,26210,-0.110526584,0.7318541999999999,26172,Manthes,564,83
9522,26300,-0.10996315,0.7262211,26173,Marches,560,50
9523,26260,-0.110229395,0.7291818,26174,Margés,532,54
9524,26150,-0.10747082,0.722707,26175,Marignac-en-Diois,95,5
9525,26740,-0.11353147,0.7207965000000001,26176,Marsanne,873,25
9526,26410,-0.10609389999999999,0.7202074,26178,Menglon,332,9
9527,26600,-0.112238996,0.72796047,26179,Mercurol,1643,79
9528,26170,-0.11061686,0.71371394,26180,Mérindol-les-Oliviers,201,22
9529,26560,-0.10674592,0.7126783,26181,Mévouillon,206,7
9530,26110,-0.11137654,0.7143893,26182,Mirabel-aux-Baronnies,1276,57
9531,26400,-0.11030946,0.7215779999999999,26183,Mirabel-et-Blacons,728,42
9532,26270,-0.11387167,0.72142375,26185,Mirmande,497,19
9533,26310,-0.10533664400000001,0.7195358000000001,26186,Miscon,38,3
9534,26150,-0.10678342,0.7214569000000001,26187,Moliéres-Glandaz,102,36
9535,26170,-0.11027069999999999,0.7130879,26188,Mollans-sur-Ouvéze,782,39
9536,26170,-0.10647269999999999,0.713232,26189,Montauban-sur-l'Ouvéze,81,3
9537,26110,-0.10982535,0.71508276,26190,Montaulieu,51,4
9538,26740,-0.11456753,0.719167,26191,Montboucher-sur-Jabron,1278,130
9539,26770,-0.11211589999999999,0.7169651,26192,Montbrison,266,21
9540,26570,-0.10746756,0.71188414,26193,Montbrun-les-Bains,467,14
9541,26350,-0.11032887,0.7300725,26194,Montchenu,389,24
9542,26400,-0.10983009,0.72210616,26195,Montclar-sur-Gervanne,154,5
9543,26760,-0.11225255,0.72444725,26196,Montéléger,1399,148
9544,26120,-0.11088486,0.7254531,26197,Montélier,2738,111
9545,26200,-0.115149505,0.719532,26198,Montélimar,29982,641
9546,26560,-0.10497644,0.7116011,26200,Montfroc,71,5
9547,26170,-0.10706136,0.71359164,26201,Montguers,50,5
9548,26220,-0.11096302400000001,0.717851,26202,Montjoux,252,14
9549,26230,-0.11412681,0.7176489,26203,Montjoyer,198,11
9550,26310,-0.10677753400000001,0.7197007,26204,Montlaur-en-Diois,80,8
9551,26150,-0.107089035,0.72061425,26205,Montmaur-en-Diois,79,6
9552,26120,-0.11170808,0.7237953,26206,Montmeyran,2360,98
9553,26750,-0.10900697,0.7290358,26207,Montmiral,418,16
9554,26800,-0.11263324,0.72302926,26208,Montoison,1222,76
9555,26510,-0.108689964,0.71582717,26209,Montréal-les-Sources,33,3
9556,26350,-0.10907324,0.7302153,26210,Montrigaud,432,15
9557,26130,-0.11416802,0.71560496,26211,Montségur-sur-Lauzon,987,54
9558,26120,-0.11122862,0.7243232,26212,Montvendre,743,43
9559,26210,-0.110764645,0.7315901,26213,Moras-en-Valloire,582,68
9560,26460,-0.11055034400000001,0.7195577,26214,Mornans,68,6
9561,26470,-0.10748959,0.7171502,26215,La Motte-Chalanéon,382,17
9562,26240,-0.11175338,0.7302451,26216,La Motte-de-Galaure,463,60
9563,26190,-0.107783705,0.7271344,26217,La Motte-Fanjas,115,24
9564,26540,-0.110402845,0.727738,26218,Mours-Saint-Eusébe,2027,385
9565,26240,-0.11154991,0.7302203,26219,Mureils,272,50
9566,26110,-0.1108252,0.71549386,26220,Nyons,6353,271
9567,26400,-0.10877063,0.7240300999999999,26221,Ombléze,64,1
9568,26220,-0.11048185,0.71837896,26222,Orcinas,32,6
9569,26190,-0.107680894,0.7262441,26223,Oriol-en-Royans,349,22
9570,26120,-0.11116279999999999,0.7231438,26224,Ourches,145,16
9571,26750,-0.10910991,0.7281692,26225,Parnans,458,41
9572,26770,-0.11172033,0.7167711999999999,26226,Le Pégue,369,33
9573,26510,-0.10768983,0.7154185000000001,26227,Pelonne,26,9
9574,26340,-0.10801239,0.71984375,26228,Pennes-le Sec,12,1
9575,26170,-0.11002939,0.7133519,26229,La Penne-sur-l'Ouvéze,78,11
9576,26380,-0.11036816,0.72802675,26231,Peyrins,2055,82
9577,26120,-0.11010111,0.7250661999999999,26232,Peyrus,423,40
9578,26110,-0.110962525,0.71434,26233,Piégon,268,26
9579,26400,-0.11058386,0.72102505,26234,Piégros-la-Clastre,662,27
9580,26700,-0.11616309,0.7164374,26235,Pierrelatte,11770,237
9581,26170,-0.11002939,0.7133519,26236,Pierrelongue,104,20
9582,26310,-0.10457823,0.71886516,26237,Le Pilhon,0,0
9583,26110,-0.10996405,0.7156843,26238,Les Pilles,213,36
9584,26170,-0.10881951,0.7129177,26239,Plaisians,157,5
9585,26400,-0.10948788400000001,0.72323656,26240,Plan-de-Baix,123,6
9586,26460,-0.11075621,0.71958226,26241,Le Poét-Célard,142,17
9587,26170,-0.10795677,0.71310997,26242,Le Poét-en-Percip,17,3
9588,26160,-0.11192456,0.7185518,26243,Le Poét-Laval,652,21
9589,26110,-0.10855051,0.715226,26244,Le Poét-Sigillat,77,5
9590,26150,-0.107709594,0.7224421999999999,26246,Ponet-et-Saint-Auban,99,7
9591,26240,-0.11263821,0.7297674,26247,Ponsas,430,159
9592,26150,-0.108392924,0.72193664,26248,Pontaix,151,8
9593,26160,-0.111785404,0.7197058000000001,26249,Pont-de-Barret,453,27
9594,26600,-0.11258429,0.7268309000000001,26250,Pont-de-l'Isére,2770,275
9595,26160,-0.113402225,0.71843845,26251,Portes-en-Valdaine,274,18
9596,26800,-0.11286685,0.7245222,26252,Portes-lés-Valence,7818,542
9597,26310,-0.10684404,0.7191233,26253,Poyols,57,4
9598,26340,-0.10828560599999999,0.71929044,26254,Pradelle,30,2
9599,26170,-0.11016849,0.7139534000000001,26256,Propiac,60,5
9600,26160,-0.1139851,0.7188026,26257,Puygiron,315,47
9601,26450,-0.11233287,0.7203574,26258,Puy-Saint-Martin,602,52
9602,26330,-0.11117791,0.7298821999999999,26259,Ratiéres,206,23
9603,26410,-0.10527101,0.7201135000000001,26260,Ravel-et-Ferriers,0,0
9604,26230,-0.113165535,0.716946,26261,Réauville,315,17
9605,26570,-0.10770835,0.71161944,26263,Reilhanette,130,9
9606,26510,-0.10806987400000001,0.715755,26264,Rémuzat,364,22
9607,26340,-0.10815078,0.7204451999999999,26266,Rimon-et-Savel,26,2
9608,26170,-0.10709447,0.7133031,26267,Rioms,18,2
9609,26160,-0.11161431,0.7193924,26268,Rochebaudin,69,9
9610,26110,-0.10944553,0.71474564,26269,Rochebrune,48,3
9611,26190,-0.10802179599999999,0.7268695,26270,Rochechinard,118,12
9612,26600,-0.11299276,0.726881,26271,La Roche-de-Glun,2800,219
9613,26300,-0.10938429,0.7258591999999999,26273,Rochefort-Samson,744,30
9614,26340,-0.10890332,0.7193628000000001,26274,Rochefourchat,2,0
9615,26790,-0.11479436,0.7139260000000001,26275,Rochegude,1053,58
9616,26400,-0.112638906,0.7212729,26277,La Roche-sur-Grane,137,11
9617,26170,-0.10871863,0.71378326,26278,La Roche-sur-le-Buis,211,8
9618,26170,-0.10750893,0.7133508000000001,26279,La Rochette-du-Buis,59,6
9619,26400,-0.11099239,0.72283065,26280,La Rochette-sur-Crest,0,0
9620,26100,-0.110437535,0.7274493000000001,26281,Romans-sur-Isére,32734,990
9621,26470,-0.10711004,0.71681386,26283,Rottier,34,4
9622,26230,-0.11481685,0.7171484,26284,Roussas,315,20
9623,26770,-0.11154843,0.716458,26285,Rousset-les-Vignes,257,17
9624,26510,-0.10675504,0.7144335999999999,26286,Roussieux,14,1
9625,26450,-0.11274424,0.7204074,26287,Roynac,357,21
9626,26510,-0.1090695,0.7161642,26288,Sahune,290,18
9627,26340,-0.109521955,0.72119164,26289,Saillans,872,59
9628,26420,-0.106178805,0.7248989,26290,Saint-Agnan-en-Vercors,363,4
9629,26150,-0.1082914,0.72280276,26291,Saint-Andéol,23,2
9630,26170,-0.10747570000000001,0.7136393,26292,Saint-Auban-sur-l'Ouvéze,200,12
9631,26330,-0.11114289599999999,0.73017085,26293,Saint-Avit,212,24
9632,26260,-0.11098007,0.7281005,26294,Saint-Bardoux,532,50
9633,26240,-0.1124346,0.72974235,26295,Saint-Barthélemy-de-Vals,1637,81
9634,26340,-0.10835644,0.7204693,26296,Saint-Benoét-en-Diois,29,3
